#G141 grating,,
#Wavelength,Transmission, 
1.3743,7.97E-01,3.00E-02
1.3744,7.97E-01,3.00E-02
1.3745,7.97E-01,3.00E-02
1.3746,7.97E-01,3.00E-02
1.3747,7.97E-01,3.00E-02
1.3748,7.97E-01,3.00E-02
1.3749,7.97E-01,3.00E-02
1.375,7.97E-01,3.00E-02
1.3751,7.97E-01,3.00E-02
1.3752,7.97E-01,3.00E-02
1.3753,7.97E-01,3.00E-02
1.3754,7.97E-01,3.00E-02
1.3755,7.97E-01,3.00E-02
1.3756,7.97E-01,3.00E-02
1.3757,7.97E-01,3.00E-02
1.3758,7.97E-01,3.00E-02
1.3759,7.97E-01,3.00E-02
1.376,7.97E-01,3.00E-02
1.3761,7.97E-01,3.00E-02
1.3762,7.97E-01,3.00E-02
1.3763,7.97E-01,3.00E-02
1.3764,7.97E-01,3.00E-02
1.3765,7.97E-01,3.00E-02
1.3766,7.97E-01,3.00E-02
1.3767,7.97E-01,3.00E-02
1.3768,7.97E-01,3.00E-02
1.3769,7.97E-01,3.00E-02
1.377,7.97E-01,3.00E-02
1.3771,7.97E-01,3.00E-02
1.3772,7.97E-01,3.00E-02
1.3773,7.97E-01,3.00E-02
1.3774,7.97E-01,3.00E-02
1.3775,7.97E-01,3.00E-02
1.3776,7.97E-01,3.00E-02
1.3777,7.97E-01,3.00E-02
1.3778,7.97E-01,3.00E-02
1.3779,7.97E-01,3.00E-02
1.378,7.97E-01,3.00E-02
1.3781,7.97E-01,3.00E-02
1.3782,7.97E-01,3.00E-02
1.3783,7.97E-01,3.00E-02
1.3784,7.97E-01,3.00E-02
1.3785,7.97E-01,3.00E-02
1.3786,7.97E-01,3.00E-02
1.3787,7.97E-01,3.00E-02
1.3788,7.97E-01,3.00E-02
1.3789,7.97E-01,3.00E-02
1.379,7.97E-01,3.00E-02
1.3791,7.97E-01,3.00E-02
1.3792,7.97E-01,3.00E-02
1.3793,7.97E-01,3.00E-02
1.3794,7.97E-01,3.00E-02
1.3795,7.96E-01,3.00E-02
1.3796,7.96E-01,3.00E-02
1.3797,7.96E-01,3.00E-02
1.3798,7.96E-01,3.00E-02
1.3799,7.96E-01,3.00E-02
1.38,7.96E-01,3.00E-02
1.3801,7.96E-01,3.00E-02
1.3802,7.96E-01,3.00E-02
1.3803,7.96E-01,3.00E-02
1.3804,7.96E-01,3.00E-02
1.3805,7.96E-01,3.00E-02
1.3806,7.96E-01,3.00E-02
1.3807,7.96E-01,3.00E-02
1.3808,7.96E-01,3.00E-02
1.3809,7.96E-01,3.00E-02
1.381,7.96E-01,3.00E-02
1.3811,7.96E-01,3.00E-02
1.3812,7.96E-01,3.00E-02
1.3813,7.96E-01,3.00E-02
1.3814,7.96E-01,3.00E-02
1.3815,7.96E-01,3.00E-02
1.3816,7.96E-01,3.00E-02
1.3817,7.96E-01,3.00E-02
1.3818,7.96E-01,3.00E-02
1.3819,7.96E-01,3.00E-02
1.382,7.96E-01,3.00E-02
1.3821,7.96E-01,3.00E-02
1.3822,7.96E-01,3.00E-02
1.3823,7.96E-01,3.00E-02
1.3824,7.96E-01,3.00E-02
1.3825,7.96E-01,3.00E-02
1.3826,7.97E-01,3.00E-02
1.3827,7.97E-01,3.00E-02
1.3828,7.97E-01,3.00E-02
1.3829,7.97E-01,3.00E-02
1.383,7.97E-01,3.00E-02
1.3831,7.97E-01,3.00E-02
1.3832,7.97E-01,3.00E-02
1.3833,7.97E-01,3.00E-02
1.3834,7.97E-01,3.00E-02
1.3835,7.97E-01,3.00E-02
1.3836,7.97E-01,3.00E-02
1.3837,7.97E-01,3.00E-02
1.3838,7.97E-01,3.00E-02
1.3839,7.97E-01,3.00E-02
1.384,7.97E-01,3.00E-02
1.3841,7.97E-01,3.00E-02
1.3842,7.97E-01,3.00E-02
1.3843,7.97E-01,3.00E-02
1.3844,7.97E-01,3.00E-02
1.3845,7.97E-01,3.00E-02
1.3846,7.97E-01,3.00E-02
1.3847,7.97E-01,3.00E-02
1.3848,7.97E-01,3.00E-02
1.3849,7.97E-01,3.00E-02
1.385,7.97E-01,3.00E-02
1.3851,7.97E-01,3.00E-02
1.3852,7.97E-01,3.00E-02
1.3853,7.97E-01,3.00E-02
1.3854,7.97E-01,3.00E-02
1.3855,7.97E-01,3.00E-02
1.3856,7.97E-01,3.00E-02
1.3857,7.98E-01,3.00E-02
1.3858,7.98E-01,3.00E-02
1.3859,7.98E-01,3.00E-02
1.386,7.98E-01,3.00E-02
1.3861,7.98E-01,3.00E-02
1.3862,7.98E-01,3.00E-02
1.3863,7.98E-01,3.00E-02
1.3864,7.98E-01,3.00E-02
1.3865,7.98E-01,3.00E-02
1.3866,7.98E-01,3.00E-02
1.3867,7.98E-01,3.00E-02
1.3868,7.98E-01,3.00E-02
1.3869,7.98E-01,3.00E-02
1.387,7.98E-01,3.00E-02
1.3871,7.98E-01,3.00E-02
1.3872,7.98E-01,3.00E-02
1.3873,7.98E-01,3.00E-02
1.3874,7.98E-01,3.00E-02
1.3875,7.98E-01,3.00E-02
1.3876,7.99E-01,3.00E-02
1.3877,7.99E-01,3.00E-02
1.3878,7.99E-01,3.00E-02
1.3879,7.99E-01,3.00E-02
1.388,7.99E-01,3.00E-02
1.3881,7.99E-01,3.00E-02
1.3882,7.99E-01,3.00E-02
1.3883,7.99E-01,3.00E-02
1.3884,7.99E-01,3.00E-02
1.3885,7.99E-01,3.00E-02
1.3886,7.99E-01,3.00E-02
1.3887,7.99E-01,3.00E-02
1.3888,7.99E-01,3.00E-02
1.3889,7.99E-01,3.00E-02
1.389,7.99E-01,3.00E-02
1.3891,8.00E-01,3.00E-02
1.3892,8.00E-01,3.00E-02
1.3893,8.00E-01,3.00E-02
1.3894,8.00E-01,3.00E-02
1.3895,8.00E-01,3.00E-02
1.3896,8.00E-01,3.00E-02
1.3897,8.00E-01,3.00E-02
1.3898,8.00E-01,3.00E-02
1.3899,8.00E-01,3.00E-02
1.39,8.00E-01,3.00E-02
1.3901,8.00E-01,3.00E-02
1.3902,8.00E-01,3.00E-02
1.3903,8.00E-01,3.00E-02
1.3904,8.00E-01,3.00E-02
1.3905,8.01E-01,3.00E-02
1.3906,8.01E-01,3.00E-02
1.3907,8.01E-01,3.00E-02
1.3908,8.01E-01,3.00E-02
1.3909,8.01E-01,3.00E-02
1.391,8.01E-01,3.00E-02
1.3911,8.01E-01,3.00E-02
1.3912,8.01E-01,3.00E-02
1.3913,8.01E-01,3.00E-02
1.3914,8.01E-01,3.00E-02
1.3915,8.01E-01,3.00E-02
1.3916,8.02E-01,3.00E-02
1.3917,8.02E-01,3.00E-02
1.3918,8.02E-01,3.00E-02
1.3919,8.02E-01,3.00E-02
1.392,8.02E-01,3.00E-02
1.3921,8.02E-01,3.00E-02
1.3922,8.02E-01,3.00E-02
1.3923,8.02E-01,3.00E-02
1.3924,8.02E-01,3.00E-02
1.3925,8.02E-01,3.00E-02
1.3926,8.02E-01,3.00E-02
1.3927,8.02E-01,3.00E-02
1.3928,8.02E-01,3.00E-02
1.3929,8.03E-01,3.00E-02
1.393,8.03E-01,3.00E-02
1.3931,8.03E-01,3.00E-02
1.3932,8.03E-01,3.00E-02
1.3933,8.03E-01,3.00E-02
1.3934,8.03E-01,3.00E-02
1.3935,8.03E-01,3.00E-02
1.3936,8.03E-01,3.00E-02
1.3937,8.03E-01,3.00E-02
1.3938,8.03E-01,3.00E-02
1.3939,8.03E-01,3.00E-02
1.394,8.04E-01,3.00E-02
1.3941,8.04E-01,3.00E-02
1.3942,8.04E-01,3.00E-02
1.3943,8.04E-01,3.00E-02
1.3944,8.04E-01,3.00E-02
1.3945,8.04E-01,3.00E-02
1.3946,8.04E-01,3.00E-02
1.3947,8.04E-01,3.00E-02
1.3948,8.04E-01,3.00E-02
1.3949,8.04E-01,3.00E-02
1.395,8.04E-01,3.00E-02
1.3951,8.04E-01,3.00E-02
1.3952,8.05E-01,3.00E-02
1.3953,8.05E-01,3.00E-02
1.3954,8.05E-01,3.00E-02
1.3955,8.05E-01,3.00E-02
1.3956,8.05E-01,3.00E-02
1.3957,8.05E-01,3.00E-02
1.3958,8.05E-01,3.00E-02
1.3959,8.05E-01,3.00E-02
1.396,8.05E-01,3.00E-02
1.3961,8.05E-01,3.00E-02
1.3962,8.06E-01,3.00E-02
1.3963,8.06E-01,3.00E-02
1.3964,8.06E-01,3.00E-02
1.3965,8.06E-01,3.00E-02
1.3966,8.06E-01,3.00E-02
1.3967,8.06E-01,3.00E-02
1.3968,8.06E-01,3.00E-02
1.3969,8.06E-01,3.00E-02
1.397,8.06E-01,3.00E-02
1.3971,8.07E-01,3.00E-02
1.3972,8.07E-01,3.00E-02
1.3973,8.07E-01,3.00E-02
1.3974,8.07E-01,3.00E-02
1.3975,8.07E-01,3.00E-02
1.3976,8.07E-01,3.00E-02
1.3977,8.07E-01,3.00E-02
1.3978,8.07E-01,3.00E-02
1.3979,8.07E-01,3.00E-02
1.398,8.08E-01,3.00E-02
1.3981,8.08E-01,3.00E-02
1.3982,8.08E-01,3.00E-02
1.3983,8.08E-01,3.00E-02
1.3984,8.08E-01,3.00E-02
1.3985,8.08E-01,3.00E-02
1.3986,8.08E-01,3.00E-02
1.3987,8.09E-01,3.00E-02
1.3988,8.09E-01,3.00E-02
1.3989,8.09E-01,3.00E-02
1.399,8.09E-01,3.00E-02
1.3991,8.09E-01,3.00E-02
1.3992,8.09E-01,3.00E-02
1.3993,8.09E-01,3.00E-02
1.3994,8.09E-01,3.00E-02
1.3995,8.10E-01,3.00E-02
1.3996,8.10E-01,3.00E-02
1.3997,8.10E-01,3.00E-02
1.3998,8.10E-01,3.00E-02
1.3999,8.10E-01,3.00E-02
1.4,8.10E-01,3.00E-02
1.4001,8.10E-01,3.00E-02
1.4002,8.11E-01,3.00E-02
1.4003,8.11E-01,3.00E-02
1.4004,8.11E-01,3.00E-02
1.4005,8.11E-01,3.00E-02
1.4006,8.11E-01,3.00E-02
1.4007,8.11E-01,3.00E-02
1.4008,8.11E-01,3.00E-02
1.4009,8.12E-01,3.00E-02
1.401,8.12E-01,3.00E-02
1.4011,8.12E-01,3.00E-02
1.4012,8.12E-01,3.00E-02
1.4013,8.12E-01,3.00E-02
1.4014,8.12E-01,3.00E-02
1.4015,8.13E-01,3.00E-02
1.4016,8.13E-01,3.00E-02
1.4017,8.13E-01,3.00E-02
1.4018,8.13E-01,3.00E-02
1.4019,8.13E-01,3.00E-02
1.402,8.13E-01,3.00E-02
1.4021,8.14E-01,3.00E-02
1.4022,8.14E-01,3.00E-02
1.4023,8.14E-01,3.00E-02
1.4024,8.14E-01,3.00E-02
1.4025,8.14E-01,3.00E-02
1.4026,8.14E-01,3.00E-02
1.4027,8.15E-01,3.00E-02
1.4028,8.15E-01,3.00E-02
1.4029,8.15E-01,3.00E-02
1.403,8.15E-01,3.00E-02
1.4031,8.15E-01,3.00E-02
1.4032,8.15E-01,3.00E-02
1.4033,8.16E-01,3.00E-02
1.4034,8.16E-01,3.00E-02
1.4035,8.16E-01,3.00E-02
1.4036,8.16E-01,3.00E-02
1.4037,8.16E-01,3.00E-02
1.4038,8.17E-01,3.00E-02
1.4039,8.17E-01,3.00E-02
1.404,8.17E-01,3.00E-02
1.4041,8.17E-01,3.00E-02
1.4042,8.17E-01,3.00E-02
1.4043,8.17E-01,3.00E-02
1.4044,8.18E-01,3.00E-02
1.4045,8.18E-01,3.00E-02
1.4046,8.18E-01,3.00E-02
1.4047,8.18E-01,3.00E-02
1.4048,8.18E-01,3.00E-02
1.4049,8.19E-01,3.00E-02
1.405,8.19E-01,3.00E-02
1.4051,8.19E-01,3.00E-02
1.4052,8.19E-01,3.00E-02
1.4053,8.19E-01,3.00E-02
1.4054,8.20E-01,3.00E-02
1.4055,8.20E-01,3.00E-02
1.4056,8.20E-01,3.00E-02
1.4057,8.20E-01,3.00E-02
1.4058,8.20E-01,3.00E-02
1.4059,8.21E-01,3.00E-02
1.406,8.21E-01,3.00E-02
1.4061,8.21E-01,3.00E-02
1.4062,8.21E-01,3.00E-02
1.4063,8.21E-01,3.00E-02
1.4064,8.21E-01,3.00E-02
1.4065,8.22E-01,3.00E-02
1.4066,8.22E-01,3.00E-02
1.4067,8.22E-01,3.00E-02
1.4068,8.22E-01,3.00E-02
1.4069,8.22E-01,3.00E-02
1.407,8.23E-01,3.00E-02
1.4071,8.23E-01,3.00E-02
1.4072,8.23E-01,3.00E-02
1.4073,8.23E-01,3.00E-02
1.4074,8.23E-01,3.00E-02
1.4075,8.23E-01,3.00E-02
1.4076,8.24E-01,3.00E-02
1.4077,8.24E-01,3.00E-02
1.4078,8.24E-01,3.00E-02
1.4079,8.24E-01,3.00E-02
1.408,8.24E-01,3.00E-02
1.4081,8.25E-01,3.00E-02
1.4082,8.25E-01,3.00E-02
1.4083,8.25E-01,3.00E-02
1.4084,8.25E-01,3.00E-02
1.4085,8.25E-01,3.00E-02
1.4086,8.25E-01,3.00E-02
1.4087,8.26E-01,3.00E-02
1.4088,8.26E-01,3.00E-02
1.4089,8.26E-01,3.00E-02
1.409,8.26E-01,3.00E-02
1.4091,8.26E-01,3.00E-02
1.4092,8.27E-01,3.00E-02
1.4093,8.27E-01,3.00E-02
1.4094,8.27E-01,3.00E-02
1.4095,8.27E-01,3.00E-02
1.4096,8.27E-01,3.00E-02
1.4097,8.28E-01,3.00E-02
1.4098,8.28E-01,3.00E-02
1.4099,8.28E-01,3.00E-02
1.41,8.28E-01,3.00E-02
1.4101,8.28E-01,3.00E-02
1.4102,8.28E-01,3.00E-02
1.4103,8.29E-01,3.00E-02
1.4104,8.29E-01,3.00E-02
1.4105,8.29E-01,3.00E-02
1.4106,8.29E-01,3.00E-02
1.4107,8.29E-01,3.00E-02
1.4108,8.29E-01,3.00E-02
1.4109,8.29E-01,3.00E-02
1.411,8.30E-01,3.00E-02
1.4111,8.30E-01,3.00E-02
1.4112,8.30E-01,3.00E-02
1.4113,8.30E-01,3.00E-02
1.4114,8.30E-01,3.00E-02
1.4115,8.30E-01,3.00E-02
1.4116,8.30E-01,3.00E-02
1.4117,8.30E-01,3.00E-02
1.4118,8.31E-01,3.00E-02
1.4119,8.31E-01,3.00E-02
1.412,8.31E-01,3.00E-02
1.4121,8.31E-01,3.00E-02
1.4122,8.31E-01,3.00E-02
1.4123,8.31E-01,3.00E-02
1.4124,8.31E-01,3.00E-02
1.4125,8.31E-01,3.00E-02
1.4126,8.32E-01,3.00E-02
1.4127,8.32E-01,3.00E-02
1.4128,8.32E-01,3.00E-02
1.4129,8.32E-01,3.00E-02
1.413,8.32E-01,3.00E-02
1.4131,8.32E-01,3.00E-02
1.4132,8.32E-01,3.00E-02
1.4133,8.32E-01,3.00E-02
1.4134,8.32E-01,3.00E-02
1.4135,8.33E-01,3.00E-02
1.4136,8.33E-01,3.00E-02
1.4137,8.33E-01,3.00E-02
1.4138,8.33E-01,3.00E-02
1.4139,8.33E-01,3.00E-02
1.414,8.33E-01,3.00E-02
1.4141,8.33E-01,3.00E-02
1.4142,8.33E-01,3.00E-02
1.4143,8.33E-01,3.00E-02
1.4144,8.33E-01,3.00E-02
1.4145,8.33E-01,3.00E-02
1.4146,8.34E-01,3.00E-02
1.4147,8.34E-01,3.00E-02
1.4148,8.34E-01,3.00E-02
1.4149,8.34E-01,3.00E-02
1.415,8.34E-01,3.00E-02
1.4151,8.34E-01,3.00E-02
1.4152,8.34E-01,3.00E-02
1.4153,8.34E-01,3.00E-02
1.4154,8.34E-01,3.00E-02
1.4155,8.34E-01,3.00E-02
1.4156,8.34E-01,3.00E-02
1.4157,8.34E-01,3.00E-02
1.4158,8.34E-01,3.00E-02
1.4159,8.35E-01,3.00E-02
1.416,8.35E-01,3.00E-02
1.4161,8.35E-01,3.00E-02
1.4162,8.35E-01,3.00E-02
1.4163,8.35E-01,3.00E-02
1.4164,8.35E-01,3.00E-02
1.4165,8.35E-01,3.00E-02
1.4166,8.35E-01,3.00E-02
1.4167,8.35E-01,3.00E-02
1.4168,8.35E-01,3.00E-02
1.4169,8.35E-01,3.00E-02
1.417,8.35E-01,3.00E-02
1.4171,8.35E-01,3.00E-02
1.4172,8.35E-01,3.00E-02
1.4173,8.35E-01,3.00E-02
1.4174,8.35E-01,3.00E-02
1.4175,8.35E-01,3.00E-02
1.4176,8.36E-01,3.00E-02
1.4177,8.36E-01,3.00E-02
1.4178,8.36E-01,3.00E-02
1.4179,8.36E-01,3.00E-02
1.418,8.36E-01,3.00E-02
1.4181,8.36E-01,3.00E-02
1.4182,8.36E-01,3.00E-02
1.4183,8.36E-01,3.00E-02
1.4184,8.36E-01,3.00E-02
1.4185,8.36E-01,3.00E-02
1.4186,8.36E-01,3.00E-02
1.4187,8.36E-01,3.00E-02
1.4188,8.36E-01,3.00E-02
1.4189,8.36E-01,3.00E-02
1.419,8.36E-01,3.00E-02
1.4191,8.36E-01,3.00E-02
1.4192,8.36E-01,3.00E-02
1.4193,8.36E-01,3.00E-02
1.4194,8.36E-01,3.00E-02
1.4195,8.36E-01,3.00E-02
1.4196,8.36E-01,3.00E-02
1.4197,8.36E-01,3.00E-02
1.4198,8.36E-01,3.00E-02
1.4199,8.37E-01,3.00E-02
1.42,8.37E-01,3.00E-02
1.4201,8.37E-01,3.00E-02
1.4202,8.37E-01,3.00E-02
1.4203,8.37E-01,3.00E-02
1.4204,8.37E-01,3.00E-02
1.4205,8.37E-01,3.00E-02
1.4206,8.37E-01,3.00E-02
1.4207,8.37E-01,3.00E-02
1.4208,8.37E-01,3.00E-02
1.4209,8.37E-01,3.00E-02
1.421,8.37E-01,3.00E-02
1.4211,8.37E-01,3.00E-02
1.4212,8.38E-01,3.00E-02
1.4213,8.38E-01,3.00E-02
1.4214,8.38E-01,3.00E-02
1.4215,8.38E-01,3.00E-02
1.4216,8.38E-01,3.00E-02
1.4217,8.38E-01,3.00E-02
1.4218,8.38E-01,3.00E-02
1.4219,8.38E-01,3.00E-02
1.422,8.38E-01,3.00E-02
1.4221,8.38E-01,3.00E-02
1.4222,8.38E-01,3.00E-02
1.4223,8.39E-01,3.00E-02
1.4224,8.39E-01,3.00E-02
1.4225,8.39E-01,3.00E-02
1.4226,8.39E-01,3.00E-02
1.4227,8.39E-01,3.00E-02
1.4228,8.39E-01,3.00E-02
1.4229,8.39E-01,3.00E-02
1.423,8.39E-01,3.00E-02
1.4231,8.39E-01,3.00E-02
1.4232,8.39E-01,3.00E-02
1.4233,8.39E-01,3.00E-02
1.4234,8.40E-01,3.00E-02
1.4235,8.40E-01,3.00E-02
1.4236,8.40E-01,3.00E-02
1.4237,8.40E-01,3.00E-02
1.4238,8.40E-01,3.00E-02
1.4239,8.40E-01,3.00E-02
1.424,8.40E-01,3.00E-02
1.4241,8.40E-01,3.00E-02
1.4242,8.40E-01,3.00E-02
1.4243,8.40E-01,3.00E-02
1.4244,8.41E-01,3.00E-02
1.4245,8.41E-01,3.00E-02
1.4246,8.41E-01,3.00E-02
1.4247,8.41E-01,3.00E-02
1.4248,8.41E-01,3.00E-02
1.4249,8.41E-01,3.00E-02
1.425,8.41E-01,3.00E-02
1.4251,8.42E-01,3.00E-02
1.4252,8.42E-01,3.00E-02
1.4253,8.42E-01,3.00E-02
1.4254,8.42E-01,3.00E-02
1.4255,8.42E-01,3.00E-02
1.4256,8.42E-01,3.00E-02
1.4257,8.42E-01,3.00E-02
1.4258,8.43E-01,3.00E-02
1.4259,8.43E-01,3.00E-02
1.426,8.43E-01,3.00E-02
1.4261,8.43E-01,3.00E-02
1.4262,8.43E-01,3.00E-02
1.4263,8.43E-01,3.00E-02
1.4264,8.43E-01,3.00E-02
1.4265,8.44E-01,3.00E-02
1.4266,8.44E-01,3.00E-02
1.4267,8.44E-01,3.00E-02
1.4268,8.44E-01,3.00E-02
1.4269,8.44E-01,3.00E-02
1.427,8.44E-01,3.00E-02
1.4271,8.45E-01,3.00E-02
1.4272,8.45E-01,3.00E-02
1.4273,8.45E-01,3.00E-02
1.4274,8.45E-01,3.00E-02
1.4275,8.45E-01,3.00E-02
1.4276,8.45E-01,3.00E-02
1.4277,8.46E-01,3.00E-02
1.4278,8.46E-01,3.00E-02
1.4279,8.46E-01,3.00E-02
1.428,8.46E-01,3.00E-02
1.4281,8.46E-01,3.00E-02
1.4282,8.47E-01,3.00E-02
1.4283,8.47E-01,3.00E-02
1.4284,8.47E-01,3.00E-02
1.4285,8.47E-01,3.00E-02
1.4286,8.47E-01,3.00E-02
1.4287,8.47E-01,3.00E-02
1.4288,8.48E-01,3.00E-02
1.4289,8.48E-01,3.00E-02
1.429,8.48E-01,3.00E-02
1.4291,8.48E-01,3.00E-02
1.4292,8.48E-01,3.00E-02
1.4293,8.48E-01,3.00E-02
1.4294,8.49E-01,3.00E-02
1.4295,8.49E-01,3.00E-02
1.4296,8.49E-01,3.00E-02
1.4297,8.49E-01,3.00E-02
1.4298,8.49E-01,3.00E-02
1.4299,8.49E-01,3.00E-02
1.43,8.50E-01,3.00E-02
1.4301,8.50E-01,3.00E-02
1.4302,8.50E-01,3.00E-02
1.4303,8.50E-01,3.00E-02
1.4304,8.50E-01,3.00E-02
1.4305,8.50E-01,3.00E-02
1.4306,8.51E-01,3.00E-02
1.4307,8.51E-01,3.00E-02
1.4308,8.51E-01,3.00E-02
1.4309,8.51E-01,3.00E-02
1.431,8.51E-01,3.00E-02
1.4311,8.51E-01,3.00E-02
1.4312,8.51E-01,3.00E-02
1.4313,8.52E-01,3.00E-02
1.4314,8.52E-01,3.00E-02
1.4315,8.52E-01,3.00E-02
1.4316,8.52E-01,3.00E-02
1.4317,8.52E-01,3.00E-02
1.4318,8.52E-01,3.00E-02
1.4319,8.53E-01,3.00E-02
1.432,8.53E-01,3.00E-02
1.4321,8.53E-01,3.00E-02
1.4322,8.53E-01,3.00E-02
1.4323,8.53E-01,3.00E-02
1.4324,8.53E-01,3.00E-02
1.4325,8.54E-01,3.00E-02
1.4326,8.54E-01,3.00E-02
1.4327,8.54E-01,3.00E-02
1.4328,8.54E-01,3.00E-02
1.4329,8.54E-01,3.00E-02
1.433,8.54E-01,3.00E-02
1.4331,8.55E-01,3.00E-02
1.4332,8.55E-01,3.00E-02
1.4333,8.55E-01,3.00E-02
1.4334,8.55E-01,3.00E-02
1.4335,8.55E-01,3.00E-02
1.4336,8.55E-01,3.00E-02
1.4337,8.55E-01,3.00E-02
1.4338,8.56E-01,3.00E-02
1.4339,8.56E-01,3.00E-02
1.434,8.56E-01,3.00E-02
1.4341,8.56E-01,3.00E-02
1.4342,8.56E-01,3.00E-02
1.4343,8.56E-01,3.00E-02
1.4344,8.56E-01,3.00E-02
1.4345,8.56E-01,3.00E-02
1.4346,8.57E-01,3.00E-02
1.4347,8.57E-01,3.00E-02
1.4348,8.57E-01,3.00E-02
1.4349,8.57E-01,3.00E-02
1.435,8.57E-01,3.00E-02
1.4351,8.57E-01,3.00E-02
1.4352,8.57E-01,3.00E-02
1.4353,8.57E-01,3.00E-02
1.4354,8.57E-01,3.00E-02
1.4355,8.58E-01,3.00E-02
1.4356,8.58E-01,3.00E-02
1.4357,8.58E-01,3.00E-02
1.4358,8.58E-01,3.00E-02
1.4359,8.58E-01,3.00E-02
1.436,8.58E-01,3.00E-02
1.4361,8.58E-01,3.00E-02
1.4362,8.58E-01,3.00E-02
1.4363,8.58E-01,3.00E-02
1.4364,8.58E-01,3.00E-02
1.4365,8.59E-01,3.00E-02
1.4366,8.59E-01,3.00E-02
1.4367,8.59E-01,3.00E-02
1.4368,8.59E-01,3.00E-02
1.4369,8.59E-01,3.00E-02
1.437,8.59E-01,3.00E-02
1.4371,8.59E-01,3.00E-02
1.4372,8.59E-01,3.00E-02
1.4373,8.59E-01,3.00E-02
1.4374,8.59E-01,3.00E-02
1.4375,8.59E-01,3.00E-02
1.4376,8.59E-01,3.00E-02
1.4377,8.60E-01,3.00E-02
1.4378,8.60E-01,3.00E-02
1.4379,8.60E-01,3.00E-02
1.438,8.60E-01,3.00E-02
1.4381,8.60E-01,3.00E-02
1.4382,8.60E-01,3.00E-02
1.4383,8.60E-01,3.00E-02
1.4384,8.60E-01,3.00E-02
1.4385,8.60E-01,3.00E-02
1.4386,8.60E-01,3.00E-02
1.4387,8.60E-01,3.00E-02
1.4388,8.60E-01,3.00E-02
1.4389,8.60E-01,3.00E-02
1.439,8.60E-01,3.00E-02
1.4391,8.60E-01,3.00E-02
1.4392,8.60E-01,3.00E-02
1.4393,8.60E-01,3.00E-02
1.4394,8.61E-01,3.00E-02
1.4395,8.61E-01,3.00E-02
1.4396,8.61E-01,3.00E-02
1.4397,8.61E-01,3.00E-02
1.4398,8.61E-01,3.00E-02
1.4399,8.61E-01,3.00E-02
1.44,8.61E-01,3.00E-02
1.4401,8.61E-01,3.00E-02
1.4402,8.61E-01,3.00E-02
1.4403,8.61E-01,3.00E-02
1.4404,8.61E-01,3.00E-02
1.4405,8.61E-01,3.00E-02
1.4406,8.61E-01,3.00E-02
1.4407,8.61E-01,3.00E-02
1.4408,8.61E-01,3.00E-02
1.4409,8.61E-01,3.00E-02
1.441,8.61E-01,3.00E-02
1.4411,8.61E-01,3.00E-02
1.4412,8.61E-01,3.00E-02
1.4413,8.61E-01,3.00E-02
1.4414,8.61E-01,3.00E-02
1.4415,8.61E-01,3.00E-02
1.4416,8.61E-01,3.00E-02
1.4417,8.61E-01,3.00E-02
1.4418,8.61E-01,3.00E-02
1.4419,8.61E-01,3.00E-02
1.442,8.61E-01,3.00E-02
1.4421,8.61E-01,3.00E-02
1.4422,8.61E-01,3.00E-02
1.4423,8.61E-01,3.00E-02
1.4424,8.61E-01,3.00E-02
1.4425,8.61E-01,3.00E-02
1.4426,8.61E-01,3.00E-02
1.4427,8.61E-01,3.00E-02
1.4428,8.61E-01,3.00E-02
1.4429,8.61E-01,3.00E-02
1.443,8.61E-01,3.00E-02
1.4431,8.61E-01,3.00E-02
1.4432,8.62E-01,3.00E-02
1.4433,8.62E-01,3.00E-02
1.4434,8.62E-01,3.00E-02
1.4435,8.62E-01,3.00E-02
1.4436,8.62E-01,3.00E-02
1.4437,8.62E-01,3.00E-02
1.4438,8.62E-01,3.00E-02
1.4439,8.62E-01,3.00E-02
1.444,8.62E-01,3.00E-02
1.4441,8.62E-01,3.00E-02
1.4442,8.62E-01,3.00E-02
1.4443,8.62E-01,3.00E-02
1.4444,8.62E-01,3.00E-02
1.4445,8.62E-01,3.00E-02
1.4446,8.62E-01,3.00E-02
1.4447,8.62E-01,3.00E-02
1.4448,8.62E-01,3.00E-02
1.4449,8.62E-01,3.00E-02
1.445,8.62E-01,3.00E-02
1.4451,8.62E-01,3.00E-02
1.4452,8.62E-01,3.00E-02
1.4453,8.62E-01,3.00E-02
1.4454,8.62E-01,3.00E-02
1.4455,8.62E-01,3.00E-02
1.4456,8.62E-01,3.00E-02
1.4457,8.62E-01,3.00E-02
1.4458,8.62E-01,3.00E-02
1.4459,8.62E-01,3.00E-02
1.446,8.62E-01,3.00E-02
1.4461,8.62E-01,3.00E-02
1.4462,8.62E-01,3.00E-02
1.4463,8.62E-01,3.00E-02
1.4464,8.62E-01,3.00E-02
1.4465,8.62E-01,3.00E-02
1.4466,8.62E-01,3.00E-02
1.4467,8.62E-01,3.00E-02
1.4468,8.62E-01,3.00E-02
1.4469,8.62E-01,3.00E-02
1.447,8.62E-01,3.00E-02
1.4471,8.62E-01,3.00E-02
1.4472,8.62E-01,3.00E-02
1.4473,8.62E-01,3.00E-02
1.4474,8.62E-01,3.00E-02
1.4475,8.62E-01,3.00E-02
1.4476,8.62E-01,3.00E-02
1.4477,8.62E-01,3.00E-02
1.4478,8.62E-01,3.00E-02
1.4479,8.62E-01,3.00E-02
1.448,8.62E-01,3.00E-02
1.4481,8.62E-01,3.00E-02
